SET,WAY,Tag,Format,Addr1,conf1,Addr2,conf1,Addr3,conf3,Addr4,conf4,Addr5,conf5,Addr6,conf6,bb_size
243,7,1F0,2,0EDC920B,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
243,8,0D6,3,0000DE93,3,0000DE90,3,00009A59,3,00000000,0,00000000,0,00000000,0,1
243,9,0B3,5,00000249,2,00000243,3,000000C9,0,000000C8,1,000000DA,2,00000000,0,0
243,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
243,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
243,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
243,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
243,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
243,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
244,0,084,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
244,1,014,3,0000E383,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
244,2,1EE,3,0002584D,2,0002584F,3,000228C7,3,00000000,0,00000000,0,00000000,0,1
244,3,0B2,3,00000C47,3,00005A5F,3,000005BA,0,000004DD,2,0000060A,0,00000000,0,1
244,4,285,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
244,5,2B8,3,0003C73D,0,0003C737,0,00000000,0,00000000,0,00000000,0,00000000,0,1
244,6,1FC,3,00003D3A,3,00003B0D,3,00000000,0,00000000,0,00000000,0,00000000,0,0
244,7,0E4,3,00006779,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
244,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
244,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
244,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
244,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
244,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
244,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
244,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
244,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
245,0,0E4,3,0000AE21,1,0000AE24,2,00000000,0,00000000,0,00000000,0,00000000,0,0
245,1,0EC,3,00009A85,3,00005A9D,3,00005AAF,3,00000000,0,00000000,0,00000000,0,2
245,2,0C1,3,00001F9B,3,00003AD1,3,0000242A,3,00000000,0,00000000,0,00000000,0,2
245,3,2B8,3,0003C6BB,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
245,4,08D,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,7
245,5,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
245,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
245,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
245,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
245,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
245,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
245,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
245,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
245,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
245,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
245,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
246,0,1FC,3,000038BD,0,00003C44,3,00003A67,3,00000000,0,00000000,0,00000000,0,0
246,1,098,3,000038F9,3,000277E1,3,000038C5,3,000038FE,0,00000000,0,00000000,0,1
246,2,014,3,00003984,3,000141A2,2,0000E383,2,00000000,0,00000000,0,00000000,0,2
246,3,090,3,0000D051,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,9
246,4,2B8,3,0003C6BB,3,0003C7FB,3,0003C80B,3,00000000,0,00000000,0,00000000,0,1
246,5,0E1,3,0000C73C,3,0000C74E,1,00014011,3,00000000,0,00000000,0,00000000,0,3
246,6,0B3,2,0EDCBA2D,3,0EDB5CAB,3,0ECC0701,0,00000591,0,00000000,0,00000000,0,2
246,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
246,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
246,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
246,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
246,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
246,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
246,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
246,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
246,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
247,0,1FC,3,000024A9,3,0000588F,3,0000212E,3,00000000,0,00000000,0,00000000,0,1
247,1,087,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
247,2,084,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,5
247,3,010,3,00007F66,0,0000ED4D,3,00000000,0,00000000,0,00000000,0,00000000,0,3
247,4,090,3,0000D5AD,3,0000ED4D,3,0000D051,3,00000000,0,00000000,0,00000000,0,A
247,5,08D,2,0EDC7628,3,0EDCDE74,3,0000145E,0,00000000,0,00000000,0,00000000,0,9
247,6,2B8,4,00001632,3,00001620,3,0000157E,3,0000161D,3,00000000,0,00000000,0,1
247,7,1E9,4,00000129,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
247,8,0BD,6,00000084,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
247,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
247,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
247,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
247,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
247,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
247,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
247,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
248,0,0AA,3,000038AD,0,000046FC,3,0000F9D8,3,00000000,0,00000000,0,00000000,0,1
248,1,1FC,3,00003B2D,3,0000588F,3,0000212C,3,00000000,0,00000000,0,00000000,0,3
248,2,0C1,6,00000062,2,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
248,3,0FC,3,0000B140,3,00002C2A,2,0000571A,3,00000000,0,00000000,0,00000000,0,2
248,4,1E9,3,00025540,3,00007063,3,0000709B,0,00000000,0,00000000,0,00000000,0,2
248,5,0EE,3,00000143,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
248,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
248,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
248,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
248,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
248,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
248,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
248,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
248,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
248,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
248,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
249,0,1FC,3,00003D3F,3,00004654,0,00003AA8,3,00000000,0,00000000,0,00000000,0,1
249,1,082,3,0000E80E,2,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
249,2,098,3,00007C25,3,0000886E,3,00007E6A,1,00000000,0,00000000,0,00000000,0,3
249,3,0C1,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
249,4,0AA,3,0000F9E5,3,0000F9D8,3,0000F9F6,3,00000000,0,00000000,0,00000000,0,4
249,5,1E9,3,00007063,2,00006311,3,0000709C,3,00000000,0,00000000,0,00000000,0,1
249,6,1EE,3,00026393,3,00025278,3,00000044,0,00000218,0,00000215,0,00000000,0,2
249,7,0B3,4,00000709,0,00000BEE,3,00000165,3,0000053B,0,00000000,0,00000000,0,1
249,8,0BD,3,00005BDE,3,00005BE3,2,00005BF0,2,00000000,0,00000000,0,00000000,0,2
249,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
249,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
249,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
249,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
249,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
249,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
249,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
250,0,0E4,3,0000DB1C,2,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
250,1,082,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,3
250,2,1E1,3,00006F91,2,0000709F,2,0000709B,3,00000000,0,00000000,0,00000000,0,2
250,3,0D6,3,0000DB3B,3,000026C4,3,000026C7,3,00000000,0,00000000,0,00000000,0,1
250,4,0B3,3,00000709,1,00005A5F,0,000007AF,0,00000000,0,00000000,0,00000000,0,0
250,5,2E6,6,0000000A,2,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
250,6,090,3,00001F97,3,0000C255,3,0000D5AD,3,00000000,0,00000000,0,00000000,0,0
250,7,099,4,00001C55,0,00001C20,3,00001A98,3,00001C44,2,00000000,0,00000000,0,2
250,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
250,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
250,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
250,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
250,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
250,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
250,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
250,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
251,0,1FC,3,00003D3D,3,000038BA,2,000038BD,3,000002FE,0,00000000,0,00000000,0,3
251,1,082,3,00007968,2,0000796B,2,0000E80A,3,00000000,0,00000000,0,00000000,0,0
251,2,098,3,0000886C,2,00025A48,0,00000000,0,00000000,0,00000000,0,00000000,0,1
251,3,0C1,3,00004671,0,0000A111,1,0000D059,0,00000000,0,00000000,0,00000000,0,1
251,4,0AA,4,00000A87,3,00000707,3,00000714,2,000009F3,3,00000000,0,00000000,0,2
251,5,1E9,5,0000005B,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
251,6,2E6,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
251,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
251,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
251,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
251,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
251,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
251,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
251,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
251,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
251,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
252,0,0E4,3,0000880F,2,00008F58,3,00006779,3,00000000,0,00000000,0,00000000,0,2
252,1,0E2,4,00001D01,3,000017F0,2,00001CFC,3,00000000,0,00000000,0,00000000,0,1
252,2,022,3,00007133,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
252,3,090,3,0000D5AD,2,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
252,4,2B8,2,0EDFC6BB,3,0EDB5CAA,2,00000000,0,00000000,0,00000000,0,00000000,0,5
252,5,0AA,3,0000FA27,0,000038F6,3,00004707,3,00000000,0,00000000,0,00000000,0,1
252,6,1FC,3,000046F1,1,00004B1F,2,00002130,3,00000000,0,00000000,0,00000000,0,0
252,7,0B3,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
252,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
252,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
252,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
252,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
252,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
252,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
252,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
252,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
253,0,0E4,3,000035E3,3,00008628,3,00000828,0,00008954,3,00000000,0,00000000,0,1
253,1,082,6,0000006B,2,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
253,2,029,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
253,3,1EE,3,00004688,3,00025459,3,0002553C,3,00000000,0,00000000,0,00000000,0,5
253,4,0B3,3,0000E1E6,0,00000400,2,000005A6,3,000005CF,0,00000000,0,00000000,0,3
253,5,099,6,00000055,0,00000055,0,00000051,0,00000000,0,00000000,0,00000000,0,1
253,6,2E6,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
253,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
253,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
253,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
253,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
253,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
253,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
253,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
253,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
253,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
254,0,082,6,0000006B,2,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
254,1,1FC,3,0000212C,1,000020B3,3,0000588F,3,00000000,0,00000000,0,00000000,0,2
254,2,0BD,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,6
254,3,099,3,00003C0A,3,0000F7CA,3,00000000,0,00000000,0,00000000,0,00000000,0,0
254,4,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
254,5,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
254,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
254,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
254,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
254,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
254,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
254,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
254,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
254,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
254,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
254,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
255,0,099,4,00001C2E,3,00001A98,3,00001C20,3,00001A82,3,00000000,0,00000000,0,6
255,1,0F4,3,0000A4DE,2,0000EF3A,2,00000000,0,00000000,0,00000000,0,00000000,0,1
255,2,2E6,6,000000E3,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
255,3,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
255,4,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
255,5,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
255,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
255,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
255,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
255,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
255,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
255,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
255,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
255,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
255,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
255,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
256,0,0FF,2,0E8E497B,3,0EDF85F2,3,00000000,0,00000000,0,00000000,0,00000000,0,1
256,1,09B,3,000228C6,3,00003A44,3,0000027E,0,00003846,2,00003A44,0,00000000,0,3
256,2,0A0,3,00014D11,0,00014D0C,3,00014D0F,0,00000000,0,00000000,0,00000000,0,C
256,3,1EE,4,00001613,3,0000177C,1,0000178C,2,0000178D,3,00000000,0,00000000,0,1
256,4,09E,3,0002527C,3,0002526C,2,00025867,3,00000000,0,00000000,0,00000000,0,1
256,5,2A2,2,0EDBA6CC,3,0EDBE1D1,3,00000000,0,00000000,0,00000000,0,00000000,0,2
256,6,1BC,2,0EDBC7AF,3,0EDC909C,3,00000000,0,00000000,0,00000000,0,00000000,0,2
256,7,0AA,6,00000085,1,00000088,3,0000008D,3,000000C5,3,000000C6,3,000000C2,2,3
256,8,2BE,3,0003891B,3,0000B641,3,00000000,0,00000000,0,00000000,0,00000000,0,0
256,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
256,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
256,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
256,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
256,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
256,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
256,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
257,0,0FF,1,3FFFC00002088BF,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
257,1,019,3,0000796D,3,00003993,3,00007E20,3,00000000,0,00000000,0,00000000,0,3
257,2,0B6,3,00000EDB,3,00005D26,0,00000000,0,00000000,0,00000000,0,00000000,0,4
257,3,09A,3,00003A82,3,000228C6,2,00003C19,3,00000000,0,00000000,0,00000000,0,1
257,4,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
257,5,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
257,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
257,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
257,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
257,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
257,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
257,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
257,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
257,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
257,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
257,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
258,0,03D,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,9
258,1,021,3,000175EB,2,00010217,2,00010225,2,00000000,0,00000000,0,00000000,0,7
258,2,019,3,00000EAC,0,000061F8,3,00000000,0,00000000,0,00000000,0,00000000,0,1
258,3,287,2,0EDCDE74,2,0EDBC90F,3,00000000,0,00000000,0,00000000,0,00000000,0,1
258,4,09E,3,0002526C,3,0002528A,2,000030B2,3,00000000,0,00000000,0,00000000,0,1
258,5,09A,3,00005736,3,000048A3,3,000048A2,2,00000000,0,00000000,0,00000000,0,2
258,6,2A2,2,0EDBE1C7,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
258,7,1E1,4,00001639,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
258,8,0C8,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
258,9,0FF,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,3
258,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
258,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
258,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
258,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
258,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
258,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
259,0,0C5,3,000074CE,3,00004C50,3,00004952,3,00000000,0,00000000,0,00000000,0,3
259,1,0B6,1,3FFFC0000202072,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,6
259,2,0D7,1,3FFFC00002020B0,3,00005D23,0,00002AE8,0,00000000,0,00000000,0,00000000,0,2
259,3,1BC,2,0EDC20CA,2,0EDBC80F,3,00000000,0,00000000,0,00000000,0,00000000,0,1
259,4,0B7,3,00003B14,1,000005BA,3,00000000,0,00000000,0,00000000,0,00000000,0,0
259,5,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
259,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
259,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
259,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
259,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
259,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
259,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
259,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
259,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
259,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
259,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
260,0,0AC,3,0000ED90,2,000035E3,1,00000000,0,00000000,0,00000000,0,00000000,0,5
260,1,1FC,3,000079C5,3,000079DA,2,000079EB,3,00000000,0,00000000,0,00000000,0,1
260,2,09B,4,000001F1,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
260,3,1F2,2,0EDCE752,3,0003E52E,0,0EDB5CA9,3,00000000,0,00000000,0,00000000,0,2
260,4,34C,2,0E8E4A0F,3,0ECCF6F1,3,00000000,0,00000000,0,00000000,0,00000000,0,1
260,5,041,3,00018D8D,3,00000BEF,3,00003AE5,2,00000000,0,00000000,0,00000000,0,2
260,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
260,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
260,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
260,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
260,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
260,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
260,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
260,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
260,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
260,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
261,0,0FF,3,0000B77D,2,0000B779,1,0000C337,3,00000000,0,00000000,0,00000000,0,6
261,1,089,5,00000320,2,00000324,2,000002FE,2,0000032F,1,00000000,0,00000000,0,1
261,2,019,3,000032FE,3,00003302,3,000073B7,3,00000000,0,00000000,0,00000000,0,8
261,3,0A0,3,00000F1B,3,00000EB3,3,0000BDE3,2,00000000,0,00000000,0,00000000,0,4
261,4,09E,3,000030AE,3,000030B5,1,000045C4,3,00000000,0,00000000,0,00000000,0,0
261,5,34C,2,0E8E49DF,1,0EDF842E,0,00000000,0,00000000,0,00000000,0,00000000,0,0
261,6,0D7,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
261,7,09B,4,000001F1,0,000021F1,0,00000000,0,00000000,0,00000000,0,00000000,0,0
261,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
